date,day_of_week,month,festival_flag,darshan_slot,holiday_flag,season,special_event_flag,crowd_level
2025-01-14,Tuesday,1,0,10-11,0,1,0,1
2025-02-03,Monday,2,0,9-10,0,1,0,0
2024-09-08,Sunday,9,0,8-9,1,4,0,2
2024-05-24,Friday,5,0,8-9,0,2,1,2
2024-04-30,Tuesday,4,0,8-9,0,2,0,1
2024-12-26,Thursday,12,0,10-11,0,1,0,1
2025-08-31,Sunday,8,0,11-12,1,3,0,1
2025-06-25,Wednesday,6,0,8-9,1,3,0,1
2025-08-04,Monday,8,0,6-7,1,3,0,2
2024-02-19,Monday,2,0,6-7,0,1,0,1
2024-04-13,Saturday,4,0,11-12,1,2,0,1
2025-04-10,Thursday,4,0,7-8,0,2,1,2
2024-01-26,Friday,1,1,7-8,0,1,0,2
2024-07-02,Tuesday,7,0,8-9,0,3,0,1
2024-12-29,Sunday,12,0,8-9,1,1,0,2
2025-06-21,Saturday,6,0,9-10,1,3,0,1
2025-01-09,Thursday,1,0,9-10,0,1,0,0
2024-03-08,Friday,3,0,4-5,0,2,0,0
2024-10-16,Wednesday,10,1,8-9,0,4,0,2
2024-04-10,Wednesday,4,0,8-9,0,2,0,1
2024-01-03,Wednesday,1,1,8-9,0,1,1,2
2024-12-06,Friday,12,0,6-7,0,1,0,1
2024-06-09,Sunday,6,0,8-9,1,3,0,2
2024-03-19,Tuesday,3,0,9-10,0,2,0,0
2025-06-17,Tuesday,6,0,8-9,1,3,0,2
2024-06-01,Saturday,6,0,9-10,1,3,0,1
2024-12-01,Sunday,12,0,4-5,1,1,0,1
2025-01-27,Monday,1,0,8-9,0,1,0,1
2024-04-27,Saturday,4,0,10-11,1,2,0,1
2024-08-13,Tuesday,8,0,6-7,0,3,0,1
2024-06-20,Thursday,6,0,7-8,0,3,0,1
2024-01-01,Monday,1,0,7-8,0,1,0,1
2024-08-07,Wednesday,8,0,7-8,0,3,0,1
2025-04-02,Wednesday,4,0,7-8,0,2,0,1
2024-10-29,Tuesday,10,1,9-10,0,4,0,1
2025-01-05,Sunday,1,1,10-11,1,1,0,2
2024-09-22,Sunday,9,0,6-7,1,4,0,1
2025-07-09,Wednesday,7,0,10-11,0,3,0,0
2024-11-11,Monday,11,0,6-7,0,4,0,1
2024-05-23,Thursday,5,0,8-9,0,2,0,1
2024-01-21,Sunday,1,0,6-7,1,1,0,2
2024-02-19,Monday,2,0,10-11,0,1,0,0
2024-09-28,Saturday,9,0,3-4,1,4,0,1
2025-01-30,Thursday,1,1,8-9,0,1,0,2
2024-08-05,Monday,8,0,6-7,0,3,0,1
2024-05-16,Thursday,5,0,7-8,0,2,0,1
2025-08-04,Monday,8,0,3-4,0,3,0,0
2025-06-16,Monday,6,0,9-10,0,3,0,0
2024-05-07,Tuesday,5,0,3-4,0,2,0,0
2024-08-15,Thursday,8,0,7-8,0,3,0,1
2024-05-09,Thursday,5,0,7-8,0,2,0,1
2024-09-26,Thursday,9,0,10-11,0,4,0,0
2024-08-21,Wednesday,8,0,7-8,0,3,0,1
2024-09-02,Monday,9,0,11-12,0,4,0,0
2025-04-21,Monday,4,0,12-1,1,2,0,1
2024-10-26,Saturday,10,0,7-8,1,4,0,1
2024-03-28,Thursday,3,1,7-8,0,2,1,2
2024-06-14,Friday,6,0,9-10,0,3,0,0
2024-10-31,Thursday,10,1,11-12,0,4,0,1
2024-10-23,Wednesday,10,0,7-8,0,4,0,1
2024-11-24,Sunday,11,0,6-7,1,4,0,2
2024-05-12,Sunday,5,0,12-1,1,2,0,1
2025-06-02,Monday,6,0,8-9,0,3,0,1
2025-02-18,Tuesday,2,0,7-8,0,1,0,1
2025-07-14,Monday,7,0,6-7,0,3,0,1
2025-03-07,Friday,3,1,6-7,0,2,0,2
2025-05-22,Thursday,5,0,9-10,0,2,0,0
2024-10-14,Monday,10,1,10-11,0,4,0,1
2024-06-12,Wednesday,6,0,8-9,0,3,0,1
2024-02-02,Friday,2,0,9-10,0,1,0,0
2024-01-20,Saturday,1,0,6-7,1,1,0,2
2025-08-06,Wednesday,8,0,7-8,0,3,1,2
2025-03-13,Thursday,3,0,9-10,0,2,0,0
2025-07-06,Sunday,7,0,7-8,1,3,0,2
2024-12-21,Saturday,12,0,10-11,1,1,0,1
2024-12-17,Tuesday,12,0,10-11,0,1,0,1
2024-08-26,Monday,8,0,7-8,0,3,1,2
2025-01-22,Wednesday,1,1,6-7,0,1,0,2
2024-06-20,Thursday,6,0,12-1,0,3,0,0
2024-01-01,Monday,1,0,12-1,0,1,0,0
2024-09-17,Tuesday,9,0,1-2,0,4,0,0
2024-10-19,Saturday,10,0,6-7,1,4,0,2
2025-06-18,Wednesday,6,0,7-8,0,3,0,1
2025-03-09,Sunday,3,0,11-12,1,2,0,1
2024-09-22,Sunday,9,0,11-12,1,4,0,1
2025-03-24,Monday,3,0,10-11,0,2,0,0
2024-04-09,Tuesday,4,0,1-2,0,2,0,0
2024-03-29,Friday,3,0,5-6,0,2,0,0
2024-01-20,Saturday,1,1,8-9,1,1,0,2
2025-04-03,Thursday,4,0,11-12,0,2,0,0
2024-04-12,Friday,4,0,1-2,0,2,0,0
2025-04-02,Wednesday,4,0,11-12,0,2,0,0
2024-04-29,Monday,4,0,1-2,0,2,0,0
2024-10-22,Tuesday,10,1,4-5,0,4,0,1
2024-03-30,Saturday,3,0,8-9,1,2,0,1
2025-05-16,Friday,5,0,1-2,0,2,0,0
2025-03-08,Saturday,3,0,7-8,1,2,0,2
2025-02-27,Thursday,2,0,9-10,0,1,0,0
2024-06-04,Tuesday,6,0,6-7,0,3,0,1
2025-06-07,Saturday,6,0,10-11,1,3,1,2
2025-01-13,Monday,1,0,2-3,1,1,0,1
2025-02-24,Monday,2,0,8-9,0,1,0,1
2025-06-04,Wednesday,6,0,9-10,0,3,0,0
2024-08-09,Friday,8,0,7-8,0,3,0,1
2024-09-03,Tuesday,9,0,12-1,0,4,0,0
2025-01-22,Wednesday,1,0,7-8,0,1,0,1
2025-02-18,Tuesday,2,0,6-7,0,1,0,1
2025-08-11,Monday,8,0,3-4,0,3,0,0
2024-05-26,Sunday,5,0,6-7,1,2,0,1
2024-08-30,Friday,8,0,7-8,0,3,0,1
2025-01-04,Saturday,1,0,7-8,1,1,0,2
2025-04-11,Friday,4,0,9-10,0,2,0,0
2025-02-12,Wednesday,2,0,12-1,0,1,0,1
2024-12-30,Monday,12,0,10-11,0,1,1,2
2025-03-15,Saturday,3,1,10-11,1,2,1,2
2025-02-02,Sunday,2,0,1-2,1,1,0,1
2025-03-20,Thursday,3,0,3-4,0,2,0,0
2024-10-03,Thursday,10,0,6-7,0,4,0,1
2024-06-04,Tuesday,6,0,7-8,0,3,0,1
2024-11-09,Saturday,11,0,7-8,1,4,0,2
2024-02-28,Wednesday,2,0,7-8,0,1,0,1
2024-02-26,Monday,2,0,6-7,0,1,0,1
2025-07-12,Saturday,7,0,1-2,1,3,1,2
2024-03-24,Sunday,3,1,3-4,1,2,0,2
2024-06-27,Thursday,6,0,6-7,0,3,0,1
2024-08-09,Friday,8,0,10-11,0,3,0,0
2024-05-27,Monday,5,0,1-2,0,2,0,0
2024-06-18,Tuesday,6,0,9-10,0,3,0,0
2025-03-29,Saturday,3,0,8-9,1,2,0,1
2024-02-03,Saturday,2,0,11-12,1,1,1,2
2024-04-06,Saturday,4,0,7-8,1,2,0,1
2024-03-04,Monday,3,1,1-2,0,2,0,1
2025-06-14,Saturday,6,0,9-10,1,3,0,1
2024-03-03,Sunday,3,1,9-10,1,2,0,2
2024-04-12,Friday,4,0,12-1,0,2,0,0
2024-11-16,Saturday,11,0,12-1,1,4,0,1
2024-04-21,Sunday,4,0,1-2,1,2,0,1
2024-03-04,Monday,3,1,9-10,0,2,0,1
2025-03-30,Sunday,3,1,6-7,1,2,0,2
2024-12-28,Saturday,12,0,9-10,1,1,0,1
2025-03-07,Friday,3,0,9-10,0,2,0,0
2025-04-15,Tuesday,4,0,10-11,0,2,0,0
2024-06-27,Thursday,6,0,8-9,0,3,0,1
2024-05-21,Tuesday,5,0,6-7,0,2,0,1
2025-08-25,Monday,8,0,12-1,0,3,0,0
2024-11-02,Saturday,11,0,12-1,1,4,0,1
2024-11-13,Wednesday,11,0,6-7,0,4,0,1
2025-04-18,Friday,4,0,7-8,0,2,0,1
2024-03-30,Saturday,3,1,6-7,1,2,0,2
2025-05-13,Tuesday,5,0,6-7,0,2,0,1
2024-05-22,Wednesday,5,0,8-9,0,2,0,1
2024-10-19,Saturday,10,0,8-9,1,4,0,2
2024-02-10,Saturday,2,0,8-9,1,1,0,2
2025-01-22,Wednesday,1,0,8-9,0,1,0,1
2024-06-03,Monday,6,0,1-2,0,3,0,0
2024-07-18,Thursday,7,0,9-10,1,3,0,1
2025-05-24,Saturday,5,0,8-9,1,2,0,2
2024-09-28,Saturday,9,0,12-1,1,4,0,1
2024-01-30,Tuesday,1,1,11-12,0,1,0,1
2024-09-10,Tuesday,9,0,8-9,0,4,0,1
2025-05-15,Thursday,5,0,6-7,0,2,0,1
2025-03-11,Tuesday,3,0,9-10,0,2,0,0
2025-04-10,Thursday,4,0,11-12,0,2,0,0
2024-12-17,Tuesday,12,0,7-8,0,1,0,1
2025-02-07,Friday,2,0,7-8,0,1,0,1
2024-10-14,Monday,10,0,6-7,0,4,0,1
2024-05-03,Friday,5,0,11-12,0,2,0,0
2024-02-13,Tuesday,2,0,10-11,0,1,0,0
2024-11-26,Tuesday,11,0,7-8,0,4,0,1
2025-01-30,Thursday,1,1,6-7,0,1,0,2
2024-03-24,Sunday,3,1,11-12,1,2,0,2
2025-07-20,Sunday,7,0,1-2,1,3,1,2
2025-06-24,Tuesday,6,0,9-10,0,3,0,0
2025-03-04,Tuesday,3,1,8-9,0,2,0,2
2024-02-15,Thursday,2,0,8-9,0,1,0,1
2024-02-12,Monday,2,0,1-2,0,1,0,0
2024-08-07,Wednesday,8,1,8-9,0,3,0,2
2025-07-27,Sunday,7,0,11-12,1,3,0,1
2024-12-20,Friday,12,0,8-9,0,1,0,1
2024-04-24,Wednesday,4,0,6-7,0,2,0,1
2024-07-18,Thursday,7,0,9-10,0,3,0,0
2024-03-15,Friday,3,0,10-11,0,2,0,0
2024-04-14,Sunday,4,0,2-3,1,2,0,1
2024-09-20,Friday,9,0,11-12,0,4,0,0
2024-03-13,Wednesday,3,1,8-9,1,2,0,2
2024-02-05,Monday,2,0,9-10,0,1,0,0
2024-07-24,Wednesday,7,0,6-7,0,3,0,1
2024-11-22,Friday,11,0,6-7,1,4,0,1
2024-04-01,Monday,4,0,8-9,0,2,0,1
2024-11-04,Monday,11,0,7-8,0,4,0,1
2024-01-15,Monday,1,0,1-2,0,1,1,2
2024-07-08,Monday,7,0,9-10,0,3,1,2
2024-04-16,Tuesday,4,0,10-11,0,2,0,0
2024-10-22,Tuesday,10,1,12-1,0,4,0,1
2024-11-25,Monday,11,0,8-9,0,4,0,1
2025-06-24,Tuesday,6,0,5-6,0,3,0,0
2024-12-18,Wednesday,12,0,1-2,0,1,0,0
2024-11-23,Saturday,11,0,3-4,1,4,1,2
2025-01-06,Monday,1,0,6-7,0,1,0,1
2024-01-30,Tuesday,1,1,6-7,0,1,0,2
2025-08-21,Thursday,8,0,9-10,0,3,0,0
2025-01-28,Tuesday,1,0,1-2,0,1,0,0
2025-07-14,Monday,7,0,7-8,0,3,0,1
2025-05-19,Monday,5,0,3-4,0,2,0,0
2025-08-01,Friday,8,1,10-11,0,3,0,1
2024-06-16,Sunday,6,0,8-9,1,3,0,1
2024-12-01,Sunday,12,0,11-12,1,1,0,1
2024-10-14,Monday,10,0,7-8,0,4,0,1
2025-03-30,Sunday,3,1,10-11,1,2,0,2
2024-11-18,Monday,11,0,7-8,0,4,0,1
2024-07-15,Monday,7,0,1-2,1,3,0,1
2025-02-16,Sunday,2,0,10-11,1,1,0,1
2025-01-26,Sunday,1,0,6-7,1,1,0,2
2025-05-14,Wednesday,5,0,6-7,1,2,0,1
2024-04-09,Tuesday,4,0,6-7,0,2,0,1
2025-05-27,Tuesday,5,0,8-9,0,2,0,1
2024-06-17,Monday,6,0,9-10,0,3,0,0
2024-08-20,Tuesday,8,0,10-11,1,3,0,1
2024-04-15,Monday,4,0,6-7,0,2,0,1
2025-02-27,Thursday,2,0,11-12,0,1,0,0
2025-04-09,Wednesday,4,0,10-11,0,2,0,0
2024-02-29,Thursday,2,0,6-7,0,1,0,1
2025-05-28,Wednesday,5,0,9-10,0,2,0,0
2024-04-21,Sunday,4,0,11-12,1,2,0,1
2024-10-09,Wednesday,10,0,12-1,0,4,0,0
2024-08-16,Friday,8,1,7-8,0,3,0,2
2024-04-16,Tuesday,4,0,8-9,1,2,0,1
2025-08-08,Friday,8,0,12-1,1,3,0,1
2025-08-11,Monday,8,1,8-9,0,3,0,2
2025-05-08,Thursday,5,0,9-10,0,2,1,2
2024-05-04,Saturday,5,0,9-10,1,2,0,1
2024-05-10,Friday,5,0,10-11,0,2,0,0
2025-07-30,Wednesday,7,0,1-2,0,3,1,1
2025-08-28,Thursday,8,0,6-7,0,3,0,1
2025-01-10,Friday,1,1,11-12,0,1,0,2
2025-04-25,Friday,4,0,6-7,0,2,0,1
2024-09-18,Wednesday,9,0,12-1,1,4,0,1
2024-07-27,Saturday,7,0,6-7,1,3,0,1
2024-05-20,Monday,5,0,8-9,0,2,0,1
2025-07-31,Thursday,7,0,3-4,0,3,0,0
2024-05-23,Thursday,5,0,11-12,0,2,0,0
2025-07-29,Tuesday,7,0,8-9,0,3,0,1
2025-08-25,Monday,8,1,10-11,0,3,0,1
2025-01-08,Wednesday,1,1,9-10,0,1,0,1
2024-01-07,Sunday,1,0,6-7,1,1,0,2
2025-01-26,Sunday,1,0,7-8,1,1,0,2
2024-02-15,Thursday,2,0,6-7,0,1,0,1
2025-01-03,Friday,1,0,9-10,0,1,0,1
2024-09-21,Saturday,9,0,10-11,1,4,0,1
2024-04-11,Thursday,4,0,6-7,0,2,0,1
2024-11-09,Saturday,11,0,7-8,1,4,0,1
2025-03-17,Monday,3,0,11-12,0,2,0,0
2025-06-16,Monday,6,0,12-1,0,3,0,0
2024-05-21,Tuesday,5,0,8-9,1,2,0,2
2024-02-25,Sunday,2,0,6-7,1,1,0,2
2025-07-16,Wednesday,7,0,10-11,0,3,0,0
2024-12-06,Friday,12,0,7-8,0,1,0,1
2024-12-12,Thursday,12,0,10-11,0,1,0,0
2024-01-26,Friday,1,0,8-9,0,1,0,1
2025-03-23,Sunday,3,1,3-4,1,2,0,2
2025-02-03,Monday,2,0,11-12,0,1,0,0
2025-04-24,Thursday,4,0,6-7,0,2,0,1
2024-05-11,Saturday,5,0,7-8,1,2,0,1
2025-05-31,Saturday,5,0,11-12,1,2,0,1
2024-08-22,Thursday,8,1,10-11,0,3,0,1
2024-11-20,Wednesday,11,0,9-10,0,4,0,0
2024-11-03,Sunday,11,0,8-9,1,4,0,2
2024-02-26,Monday,2,0,8-9,0,1,0,1
2024-04-07,Sunday,4,0,1-2,1,2,0,1
2024-08-16,Friday,8,1,6-7,1,3,0,2
2025-08-16,Saturday,8,1,10-11,1,3,0,2
2025-03-15,Saturday,3,1,6-7,1,2,0,2
2024-03-21,Thursday,3,0,1-2,0,2,1,2
2024-08-25,Sunday,8,0,7-8,1,3,0,2
2024-01-21,Sunday,1,1,11-12,1,1,0,2
2025-05-10,Saturday,5,0,9-10,1,2,0,1
2025-03-16,Sunday,3,0,3-4,1,2,0,1
2025-07-08,Tuesday,7,0,12-1,0,3,0,0
2025-07-14,Monday,7,0,8-9,0,3,0,1
2024-02-05,Monday,2,0,3-4,0,1,0,1
2024-08-30,Friday,8,0,10-11,1,3,0,1
2024-03-07,Thursday,3,1,8-9,0,2,0,2
2024-06-20,Thursday,6,0,10-11,0,3,0,0
2025-01-31,Friday,1,1,8-9,0,1,0,2
2024-06-23,Sunday,6,0,12-1,1,3,0,1
2025-07-01,Tuesday,7,0,3-4,0,3,0,0
2025-08-31,Sunday,8,0,8-9,1,3,0,1
2024-03-28,Thursday,3,0,6-7,0,2,0,1
2025-05-20,Tuesday,5,0,6-7,0,2,0,1
2024-01-25,Thursday,1,1,6-7,0,1,0,2
2024-10-29,Tuesday,10,0,6-7,0,4,0,1
2025-01-11,Saturday,1,1,8-9,1,1,0,2
2025-08-17,Sunday,8,1,8-9,1,3,0,2
2025-06-18,Wednesday,6,0,8-9,0,3,0,1
2025-03-19,Wednesday,3,0,8-9,1,2,0,2
2024-03-06,Wednesday,3,1,11-12,0,2,0,1
2024-10-19,Saturday,10,0,7-8,1,4,0,2
2024-11-07,Thursday,11,0,7-8,0,4,0,1
2025-05-01,Thursday,5,0,11-12,0,2,0,0
2025-07-05,Saturday,7,0,8-9,1,3,0,2
2024-09-23,Monday,9,0,7-8,0,4,0,1
2024-06-23,Sunday,6,0,10-11,1,3,0,1
2024-05-08,Wednesday,5,0,8-9,0,2,0,1
2025-03-17,Monday,3,0,6-7,0,2,0,1
2024-01-07,Sunday,1,0,10-11,1,1,0,1
2024-05-04,Saturday,5,0,12-1,1,2,0,1
2024-06-21,Friday,6,0,3-4,0,3,0,0
2025-03-14,Friday,3,0,7-8,1,2,0,2
2025-05-10,Saturday,5,0,1-2,1,2,0,1
2024-09-21,Saturday,9,0,9-10,1,4,0,1
2024-11-30,Saturday,11,0,11-12,1,4,0,1
2025-07-08,Tuesday,7,0,7-8,0,3,0,1
2025-01-02,Thursday,1,0,9-10,0,1,1,2
2024-07-07,Sunday,7,0,7-8,1,3,0,2
2024-02-03,Saturday,2,0,10-11,1,1,0,1
2024-12-02,Monday,12,0,10-11,0,1,0,1
2024-03-16,Saturday,3,1,9-10,1,2,0,2
2025-05-22,Thursday,5,0,1-2,0,2,0,0
2024-12-30,Monday,12,0,6-7,0,1,1,2
2024-07-22,Monday,7,0,6-7,0,3,0,1
2024-01-11,Thursday,1,1,9-10,0,1,0,2
2024-02-20,Tuesday,2,0,12-1,0,1,0,0
2024-06-25,Tuesday,6,0,7-8,0,3,0,1
2024-03-18,Monday,3,1,1-2,0,2,0,1
2024-07-08,Monday,7,0,7-8,0,3,1,2
2024-12-18,Wednesday,12,0,6-7,0,1,0,1
2025-03-01,Saturday,3,1,2-3,1,2,0,2
2024-06-19,Wednesday,6,0,6-7,0,3,0,1
2024-04-30,Tuesday,4,0,6-7,0,2,0,1
2024-02-19,Monday,2,0,10-11,0,1,0,1
2024-02-17,Saturday,2,0,8-9,1,1,0,2
2025-03-18,Tuesday,3,0,8-9,0,2,0,1
2024-12-12,Thursday,12,0,8-9,0,1,0,1
2024-05-29,Wednesday,5,0,6-7,0,2,0,1
2024-06-13,Thursday,6,0,1-2,0,3,1,2
2024-07-23,Tuesday,7,0,8-9,0,3,0,1
2025-01-21,Tuesday,1,1,11-12,0,1,0,1
2024-02-25,Sunday,2,0,7-8,1,1,0,2
2025-07-20,Sunday,7,0,6-7,1,3,0,1
2024-12-13,Friday,12,0,10-11,0,1,1,2
2024-07-31,Wednesday,7,0,9-10,0,3,0,0
2025-08-12,Tuesday,8,0,12-1,0,3,1,2
2024-05-21,Tuesday,5,0,6-7,0,2,0,1
2024-07-23,Tuesday,7,0,1-2,0,3,0,0
2025-07-05,Saturday,7,0,6-7,1,3,0,1
2024-02-22,Thursday,2,0,6-7,0,1,0,1
2025-02-02,Sunday,2,0,9-10,1,1,0,1
2024-03-15,Friday,3,1,9-10,0,2,0,1
2024-09-16,Monday,9,0,7-8,0,4,0,1
2025-06-03,Tuesday,6,0,6-7,0,3,0,1
2025-03-17,Monday,3,0,10-11,0,2,0,0
2024-06-24,Monday,6,0,11-12,0,3,0,0
2024-02-07,Wednesday,2,0,6-7,0,1,0,1
2024-09-28,Saturday,9,0,6-7,1,4,0,1
2024-02-21,Wednesday,2,0,8-9,0,1,0,1
2024-06-30,Sunday,6,0,11-12,1,3,0,1
2025-02-21,Friday,2,0,12-1,0,1,1,2
2025-02-07,Friday,2,0,6-7,0,1,0,1
2024-04-18,Thursday,4,0,12-1,0,2,1,2
2025-06-16,Monday,6,0,12-1,1,3,0,1
2024-10-05,Saturday,10,1,8-9,1,4,0,2
2025-04-04,Friday,4,0,7-8,0,2,0,1
2025-03-13,Thursday,3,1,6-7,1,2,0,2
2025-04-04,Friday,4,0,7-8,0,2,0,1
2024-12-09,Monday,12,0,8-9,0,1,0,1
2024-08-31,Saturday,8,1,10-11,1,3,0,2
2025-08-04,Monday,8,0,2-3,0,3,0,0
2024-12-17,Tuesday,12,0,8-9,1,1,0,2
2024-02-03,Saturday,2,0,11-12,1,1,0,1
2024-05-12,Sunday,5,0,12-1,1,2,0,1
2025-01-11,Saturday,1,1,7-8,1,1,0,2
2024-02-11,Sunday,2,0,8-9,1,1,0,2
2024-09-05,Thursday,9,0,9-10,0,4,0,0
2024-04-15,Monday,4,0,8-9,0,2,1,2
2024-12-03,Tuesday,12,0,7-8,0,1,0,1
2024-09-29,Sunday,9,0,4-5,1,4,0,1
2024-07-16,Tuesday,7,0,8-9,1,3,0,2
2025-06-04,Wednesday,6,0,8-9,0,3,0,1
2025-01-13,Monday,1,0,6-7,0,1,0,1
2024-01-04,Thursday,1,1,1-2,0,1,0,1
2025-06-23,Monday,6,0,1-2,0,3,0,0
2025-08-07,Thursday,8,1,11-12,1,3,0,2
2024-01-30,Tuesday,1,1,6-7,0,1,0,2
2024-11-24,Sunday,11,0,3-4,1,4,0,1
2024-10-16,Wednesday,10,1,6-7,1,4,0,2
2025-02-17,Monday,2,0,10-11,0,1,0,0
2025-08-29,Friday,8,0,7-8,0,3,0,1
2024-05-01,Wednesday,5,0,1-2,0,2,0,0
2024-04-25,Thursday,4,0,12-1,0,2,0,0
2024-08-05,Monday,8,0,8-9,0,3,0,1
2024-05-08,Wednesday,5,0,6-7,0,2,0,1
2025-02-07,Friday,2,0,7-8,0,1,0,1
2024-05-18,Saturday,5,0,6-7,1,2,0,1
2025-07-06,Sunday,7,0,6-7,1,3,0,2
2025-04-02,Wednesday,4,0,12-1,0,2,0,0
2025-08-10,Sunday,8,1,10-11,1,3,1,2
2024-12-06,Friday,12,0,10-11,0,1,0,0
2024-12-08,Sunday,12,0,9-10,1,1,0,1
2024-08-28,Wednesday,8,0,7-8,0,3,0,1
2024-01-13,Saturday,1,1,7-8,1,1,0,2
2024-08-31,Saturday,8,0,1-2,1,3,0,1
2025-03-10,Monday,3,1,8-9,0,2,0,2
2025-02-10,Monday,2,0,8-9,0,1,0,1
2024-11-13,Wednesday,11,0,10-11,0,4,0,0
2024-10-28,Monday,10,1,10-11,0,4,0,1
2025-06-03,Tuesday,6,0,12-1,1,3,0,1
2024-09-19,Thursday,9,0,11-12,0,4,0,0
2024-02-02,Friday,2,0,1-2,0,1,0,1
2025-01-07,Tuesday,1,1,3-4,1,1,0,2
2024-05-17,Friday,5,0,6-7,0,2,0,1
2025-08-09,Saturday,8,1,10-11,1,3,1,2
2024-06-08,Saturday,6,0,8-9,1,3,0,1
2024-04-09,Tuesday,4,0,6-7,0,2,0,1
2024-12-02,Monday,12,0,10-11,0,1,0,1
2025-06-29,Sunday,6,0,8-9,1,3,1,2
2025-08-25,Monday,8,0,10-11,0,3,0,0
2025-02-11,Tuesday,2,0,10-11,0,1,0,0
2024-03-24,Sunday,3,0,7-8,1,2,0,2
2024-01-16,Tuesday,1,0,10-11,0,1,0,0
2025-01-03,Friday,1,1,1-2,0,1,0,1
2024-05-01,Wednesday,5,0,6-7,0,2,0,1
2024-03-05,Tuesday,3,0,11-12,0,2,0,0
2024-09-29,Sunday,9,0,10-11,1,4,0,1
2024-08-17,Saturday,8,1,6-7,1,3,0,2
2025-04-30,Wednesday,4,0,9-10,0,2,0,0
2025-04-05,Saturday,4,0,7-8,1,2,0,2
2025-08-05,Tuesday,8,0,9-10,0,3,0,0
2025-02-04,Tuesday,2,0,11-12,0,1,1,2
2025-03-27,Thursday,3,1,6-7,0,2,0,2
2025-04-12,Saturday,4,0,6-7,1,2,0,1
2024-06-10,Monday,6,0,3-4,0,3,0,0
2025-05-08,Thursday,5,0,6-7,0,2,0,1
2025-07-18,Friday,7,0,12-1,0,3,0,0
2024-07-17,Wednesday,7,0,11-12,0,3,0,0
2024-01-24,Wednesday,1,0,3-4,0,1,0,0
2025-05-24,Saturday,5,0,7-8,1,2,0,2
2024-05-18,Saturday,5,0,7-8,1,2,0,1
2024-01-07,Sunday,1,1,5-6,1,1,0,2
2024-10-18,Friday,10,0,10-11,0,4,0,0
2024-11-15,Friday,11,0,8-9,1,4,0,2
2024-05-10,Friday,5,0,2-3,0,2,0,0
2024-08-22,Thursday,8,0,8-9,0,3,0,1
2025-02-11,Tuesday,2,0,12-1,0,1,0,1
2024-01-26,Friday,1,0,10-11,0,1,0,1
2024-12-27,Friday,12,0,3-4,0,1,0,1
2024-09-07,Saturday,9,0,6-7,1,4,0,1
2025-08-25,Monday,8,0,6-7,0,3,0,1
2024-08-14,Wednesday,8,1,9-10,0,3,0,1
2025-05-26,Monday,5,0,10-11,0,2,0,0
2025-04-12,Saturday,4,0,12-1,1,2,1,2
2024-02-16,Friday,2,0,11-12,0,1,0,0
2024-04-09,Tuesday,4,0,6-7,0,2,1,2
2025-01-31,Friday,1,1,8-9,0,1,0,2
2025-02-10,Monday,2,0,8-9,0,1,0,1
2025-02-10,Monday,2,0,7-8,0,1,0,1
2024-10-25,Friday,10,0,8-9,0,4,0,1
2025-05-13,Tuesday,5,0,7-8,0,2,0,1
2024-08-05,Monday,8,0,7-8,0,3,0,1
2024-03-02,Saturday,3,0,11-12,1,2,1,2
2025-06-10,Tuesday,6,0,9-10,1,3,0,1
2024-07-20,Saturday,7,0,1-2,1,3,0,1
2024-06-15,Saturday,6,0,7-8,1,3,0,2
2025-08-24,Sunday,8,1,11-12,1,3,0,2
2025-02-09,Sunday,2,0,11-12,1,1,1,2
2025-03-17,Monday,3,0,10-11,1,2,0,1
2024-03-09,Saturday,3,0,11-12,1,2,0,1
2024-06-02,Sunday,6,0,4-5,1,3,0,1
2024-04-19,Friday,4,0,8-9,0,2,0,1
2024-01-29,Monday,1,0,6-7,0,1,0,1
2025-03-29,Saturday,3,1,6-7,1,2,0,2
2025-06-04,Wednesday,6,0,6-7,0,3,0,1
2025-06-09,Monday,6,0,7-8,0,3,0,1
2025-05-07,Wednesday,5,0,7-8,1,2,0,1
2025-04-26,Saturday,4,0,8-9,1,2,0,2
2024-11-01,Friday,11,0,11-12,0,4,0,0
2024-11-10,Sunday,11,0,8-9,1,4,0,1
2024-01-04,Thursday,1,1,7-8,0,1,0,2
2024-11-16,Saturday,11,0,7-8,1,4,0,1
2024-12-31,Tuesday,12,0,1-2,0,1,0,0
2024-11-22,Friday,11,0,8-9,0,4,1,2
2024-12-26,Thursday,12,0,11-12,0,1,0,0
2024-04-28,Sunday,4,0,11-12,1,2,0,1
2025-03-14,Friday,3,1,11-12,0,2,0,1
2024-12-19,Thursday,12,0,12-1,0,1,1,2
2024-11-17,Sunday,11,0,6-7,1,4,0,1
2024-05-28,Tuesday,5,0,7-8,0,2,0,1
2024-10-23,Wednesday,10,1,1-2,0,4,0,1
2024-05-12,Sunday,5,0,12-1,1,2,0,1
2025-06-14,Saturday,6,0,6-7,1,3,0,1
2024-11-16,Saturday,11,0,7-8,1,4,0,2
2025-08-22,Friday,8,0,3-4,0,3,0,0
2025-01-30,Thursday,1,1,7-8,0,1,0,2
2024-11-26,Tuesday,11,0,9-10,0,4,0,0
2025-07-14,Monday,7,0,3-4,1,3,1,2
2024-10-05,Saturday,10,0,10-11,1,4,0,1
2025-02-22,Saturday,2,0,2-3,1,1,0,1
2025-07-19,Saturday,7,0,8-9,1,3,0,1
2025-02-08,Saturday,2,0,10-11,1,1,0,1
2025-03-29,Saturday,3,1,7-8,1,2,0,2
